ozone x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39 x40 x41 x42 x43 x44 x45 x46 x47 x48 x49 x50 x51 x52 x53 x54 x55 x56 x57 x58 x59 x60 x61 x62 x63 x64 x65 x66 x67 x68 x69 x70 x71 x72 x73 x74 x75 x76 x77 x78 x79 x80 x81 x82 x83 x84 x85 x86 x87 x88 x89 x90 x91 x92 x93 x94 x95 x96 x97 x98 x99 x100 x101 x102 x103 x104 x105 x106 x107 x108 x109 x110 x111 x112 x113 x114 x115 x116 x117 x118 x119 x120 x121 x122 x123 x124 x125 x126 x127 x128 x129 x130 x131 x132 x133 x134
6 0 0 0 0 0 0 0 0 0.0227272727272727 0.258522727272727 0.59375 0.125 0.25 0.583333333333333 0.166666666666667 0 0 0 0 0.000200080032012805 0.369563614919652 0.544759455028549 0.0854768500197863 0 0 0.0555555555555556 0.777777777777778 0.166666666666667 0 0 0 0 0 0 0 0 0.000649772579597141 0.189653186602081 0.754821668885246 0.0548753719330764 0 0 0 0.0516125633963911 0.71602693197432 0.228752806562613 0.00360769806667548 0 0.620006270632947 0.318079950580286 0.519469525097379 0.141553895815327 0.00916741304672339 0 0 0 0 5.53711772258346e-06 0.353436675749811 0.547132459475734 0.0994253276567325 0 0.0675 0.556018518518519 0.375523627075351 0.000957854406130268 0 0 27 2 5820 5 19 59 59.36 597 -52 70.52 70 54 157140 135 513 1593 1602.72 16119 -1404 1904.04 1890 11640 10 38 118 118.72 1194 -104 141.04 140 29100 110580 343380 345475.2 3474540 -302640 410426.4 407400 95 295 296.8 2985 -260 352.6 350 1121 1127.84 11343 -988 1339.88 1330 3502.24 35223 -3068 4160.68 4130 35437.92 -3086.72 4186.0672 4155.2 -31044 42100.44 41790 -3667.04 -3640 4936.4
6 0 0 0 0 0 0 0 0 0.00284090909090909 0.0791903409090909 0.49609375 0.421875 0 0 0.166666666666667 0.583333333333333 0.25 0 0 0.00160064025610244 0.454484627859241 0.49444896219728 0.0494657696873763 0 0 0.0555555555555556 0.777777777777778 0.166666666666667 0 0 0 0 0 0 0 0 0 0.0382385730211817 0.71659035808787 0.242534350140948 0.00263671875 0 0 0.140033598206089 0.767250214350292 0.0927153066579579 8.80785660809437e-07 0 0.00527370759598221 0.552076633735252 0.148356132149216 0.557817884202059 0.293819973130318 0 0 0 0 0.0272038593710525 0.664414249119107 0.302197068068819 0.00618482344102183 0 0 0 0.551724137931034 0.408275862068966 0.04 0 29 4 5810 5 19 64 56.66 1791 -15 64.76 150 116 168490 145 551 1856 1643.14 51939 -435 1878.04 4350 23240 20 76 256 226.64 7164 -60 259.04 600 29050 110390 371840 329194.6 10405710 -87150 376255.6 871500 95 320 283.3 8955 -75 323.8 750 1216 1076.54 34029 -285 1230.44 2850 3626.24 114624 -960 4144.64 9600 101478.06 -849.9 3669.3016 8499 -26865 115985.16 268650 -971.4 -2250 9714
11 0 0 0 0 0 0 0 0 0.000355113636363636 0.0216175426136364 0.30810546875 0.669921875 0 0 0 0 0 1 0 0.0128051220488195 0.623731273886073 0.352778997812635 0.0106846062524733 0 0.16 0.54 0.3 0 0 0 0.539259259259259 0.153333333333333 0.0111111111111111 0 0 0 0 0.0570791527313266 0.747724677976119 0.194414919292555 0.00078125 0 0 0.110660564058573 0.765484810430867 0.123744527302959 0.000110098207601182 0 0.453074943098239 0.502510400374315 0.148356132149216 0.557817884202059 0.293819973130318 0 0 0 0 0.015193851030769 0.612692941304479 0.358968203908178 0.0131450037565740 0 0 0.04 0.769103448275862 0.188336551724138 0.00256 0 30 5 5790 3 28 63 57.38 793 -15 65.84 120 150 173700 90 840 1890 1721.4 23790 -450 1975.2 3600 28950 15 140 315 286.9 3965 -75 329.2 600 17370 162120 364770 332230.2 4591470 -86850 381213.6 694800 84 189 172.14 2379 -45 197.52 360 1764 1606.64 22204 -420 1843.52 3360 3614.94 49959 -945 4147.92 7560 45502.34 -860.7 3777.8992 6885.6 -11895 52211.12 95160 -987.6 -1800 7900.8
12 0.645 0.218888888888889 0.0111111111111111 0 0 0 0.305046237244898 0.0246260435992579 0.000405844155844156 0 0 0 0 0 0 0 0 0 0 0.0432172869147659 0.756914911713673 0.199472075214062 0.000395726157499011 0 0 0 0.1125 0.4575 0.366 0.064 0 0 0.180227439471753 0.598972917246439 0.217424643281807 0.003375 0 0.0570791527313266 0.747724677976119 0.194414919292555 0.00078125 0 0 0.117574909326230 0.766835708679885 0.115533011711593 5.63702822918056e-05 0 0.430266193348689 0.521443891551123 0.0645106685163166 0.494200225097027 0.439734988654309 0.00155411773234740 0 0 0 0.0121650476365159 0.594025439270093 0.377521676045224 0.0162878370481677 0 0.25396 0.0168 0.00024 0 0 0 4 2 11540 16 152 126 114.4 1632 -14 132.4 12 2 11540 16 152 126 114.4 1632 -14 132.4 12 5770 8 76 63 57.2 816 -7 66.2 6 46160 438520 363510 330044 4708320 -40390 381974 34620 608 504 457.6 6528 -56 529.6 48 4788 4347.2 62016 -532 5031.2 456 3603.6 51408 -441 4170.6 378 46675.2 -400.4 3786.64 343.2 -5712 54019.2 4896 -463.4 -42 397.2
9 0.645 0.218888888888889 0.0111111111111111 0 0 0 0.485012755102041 0.089865491651206 0.00324675324675325 0 0 0 0.25 0.583333333333333 0.166666666666667 0 0 0 0.0528000491269965 0.430649953024935 0.516392060509708 0 0 0 0.16 0.54 0.3 0 0 0 0 0.00487730528882792 0.489070624870075 0.48953733870092 0.0165147311401770 0 0.0278589993502274 0.419563207225297 0.550545372241769 0.00203242118270653 0 0 0.20511508422993 0.555904368932439 0.232280096139114 0 0 0 0 0.0416700659356562 0 0 0.132215444795246 0.504599068987342 0.337020477672491 0.0261650085449219 0.151302761101438 0.555907618406563 0.292038305691097 0 0 0 0.545 0.3 0.03 0 0 0 6 4 11340 6 138 108 91 7302 124 98.2 60 6 17010 9 207 162 136.5 10953 186 147.3 90 11340 6 138 108 91 7302 124 98.2 60 17010 391230 306180 257985 20701170 351540 278397 170100 207 162 136.5 10953 186 147.3 90 3726 3139.5 251919 4278 3387.9 2070 2457 197154 3348 2651.4 1620 166120.5 2821 2234.05 1365 226362 179264.1 109530 3044.2 1860 1473
2 0.645 0.218888888888889 0.0111111111111111 0 0 0 0.562141262755102 0.182760320037106 0.0109577922077922 0 0 0 0 0.166666666666667 0.666666666666667 0.166666666666667 0 0 0.238435892940674 0.504757335052537 0.237064604711664 0 0 0 0.16 0.54 0.3 0 0 0 0 0 0.180227439471753 0.598972917246439 0.217424643281807 0.003375 0.51079525462937 0.258770000078346 0.0303299608057606 0 0 0 0.495223253130218 0.293921536439431 0.0376953424237781 0 0 0 0 0 0 0 0.073493650756802 0.408671384976928 0.442750277986973 0.0750846862792969 0.51569616191846 0.27514239897243 0.0329746399884266 0 0 0 0 0.185185185185185 0.753512132822478 0.0613026819923372 0 0 8 6 11180 6 152 72 74.8 10000 140 75.88 200 12 22360 12 304 144 149.6 20000 280 151.76 400 16770 9 228 108 112.2 15000 210 113.82 300 16770 424840 201240 209066 27950000 391300 212084.6 559000 228 108 112.2 15000 210 113.82 300 2736 2842.4 380000 5320 2883.44 7600 1346.4 180000 2520 1365.84 3600 187000 2618 1418.956 3740 350000 189700 5e+05 2655.8 7000 3794
3 0.645 0.218888888888889 0.0111111111111111 0 0 0 0.558673469387755 0.290352504638219 0.0259740259740260 0 0 0 0 0 0.166666666666667 0.583333333333333 0.25 0 0.439636457370869 0.118203315621656 0.00878017054487643 0 0 0 0 0 0.520833333333333 0.451388888888889 0.0277777777777778 0 0 0.0555555555555556 0.689125295508274 0.25531914893617 0 0 0.438686521983472 0.0934522059013213 0.00492206726825267 0 0 0 0.412893403058103 0.0807508176647852 0.00374047226903631 0 0 0 0 0 0 0.0211466165413534 0.657208897091834 0.316594618925833 0.00504986744097968 0 0.417985054913997 0.0753662261250032 0.00332649882576265 0 0 0 0 0 0.232758620689655 0.509741379310345 0.241875 0.015625 10 8 10820 12 128 62 64.36 10000 56 64.72 400 20 27050 30 320 155 160.9 25000 140 161.8 1000 21640 24 256 124 128.72 20000 112 129.44 800 32460 346240 167710 174093.8 27050000 151480 175067.6 1082000 384 186 193.08 30000 168 194.16 1200 1984 2059.52 320000 1792 2071.04 12800 997.58 155000 868 1003.16 6200 160900 901.04 1041.3448 6436 140000 161800 1e+06 906.08 5600 6472
3 0.645 0.218888888888889 0.0111111111111111 0 0 0 0.496851084183673 0.399684021335807 0.0507305194805195 0 0 0 0 0 0 0 0 1 0.208294253495628 0.0154344116350909 0.00032519150166209 0 0 0 0 0 0.266666666666667 0.551111111111111 0.174222222222222 0.008 0.000219478737997257 0.100115836000610 0.720345886557252 0.179318798704141 0 0 0.395922835712338 0.067183863041252 0.00284841855801659 0 0 0 0.430366105378176 0.0927596592680436 0.00471191780297227 0 0 0 0.0865324914007923 0.686493831095763 0 0.0979010025062657 0.753628648066447 0.148470349427287 0 0 0.27682676603932 0.532085915714048 0.179348024482545 0 0 0 0.16 0.6 0.24 0 0 0 12 10 10700 14 124 60 65.08 2682 36 91.72 120 30 32100 42 372 180 195.24 8046 108 275.16 360 26750 35 310 150 162.7 6705 90 229.3 300 37450 331700 160500 174089 7174350 96300 245351 321000 434 210 227.78 9387 126 321.02 420 1860 2017.48 83142 1116 2843.32 3720 976.2 40230 540 1375.8 1800 43636.14 585.72 1492.2844 1952.4 24138 61498.26 80460 825.48 1080 2751.6
3 0.645 0.218888888888889 0.0111111111111111 0 0 0 0.183673469387755 0.608534322820037 0.207792207792208 0 0 0 0 0 0 0 0 0 0.459656565012996 0.323233287453189 0.0591728091728092 0 0 0 0 0 0 0 0 1 0 7.62078951379363e-05 0.339446570773316 0.592832882581381 0.0676443387501652 0 0.502016205771655 0.294787458531325 0.0393765381460213 0 0 0 0.475333700838396 0.341709139463565 0.0517082886471579 0 0 0 0 0 0 0.00833959899749373 0.589174643475622 0.388628921268836 0.0138568362580482 0 0.513862821928924 0.282287198275439 0.0347098004540114 0 0 0 0 0 0 0 0 1 18 2 10980 22 144 74 76.96 10000 64 76.24 700 9 49410 99 648 333 346.32 45000 288 343.08 3150 5490 11 72 37 38.48 5000 32 38.12 350 60390 395280 203130 211255.2 27450000 175680 209278.8 1921500 792 407 423.28 55000 352 419.32 3850 2664 2770.56 360000 2304 2744.64 25200 1423.76 185000 1184 1410.44 12950 192400 1231.36 1466.8576 13468 160000 190600 1750000 1219.84 11200 13342
4 0.645 0.218888888888889 0.0111111111111111 0 0 0 0.106292517006803 0.599335188620903 0.293831168831169 0.000541125541125541 0 0 0.25 0.583333333333333 0.166666666666667 0 0 0 0.317685082410496 0.472443327191123 0.16649804885099 0 0 0 0 0 0.00416666666666667 0.0836111111111111 0.400222222222222 0.512 0 7.62078951379363e-05 0.339446570773316 0.592832882581381 0.0676443387501652 0 0.414045665503804 0.430411641745811 0.0933369793090876 0 0 0 0.417093696633061 0.424174089153551 0.0856803948981155 0 0 0 0 0 0.0283186352226186 0.406866850042268 0.554860005528212 0.00995450920690155 0 0 0.518595540808972 0.260862928442869 0.0296797448450507 0 0 0 0 0 0.00862068965517241 0.118879310344828 0.450625 0.421875 20 4 11120 20 144 82 80.92 10000 -2 75.16 600 20 55600 100 720 410 404.6 50000 -10 375.8 3000 11120 20 144 82 80.92 10000 -2 75.16 600 55600 400320 227960 224957.6 27800000 -5560 208944.8 1668000 720 410 404.6 50000 -10 375.8 3000 2952 2913.12 360000 -72 2705.76 21600 1658.86 205000 -41 1540.78 12300 202300 -40.46 1520.4868 12138 -5000 187900 1500000 -37.58 -300 11274
